# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 10 and 100 resources.
# All costs follow quadratic functions with RNG seeds [700..799].
# - We schedule from 1.000 to 10.000 tasks in increments of 100.
# - We run OLAR, and the extended versions of Fed-LBAP, FedAvg, and
# Proportional.
# -- For Proportional, we generate three different results using
# three different values for k (1, #tasks/#resources, #tasks)
# - All resources have a lower limit of 4, except the resource with the
# highest cost for the number of tasks. That resource gets a minimum of
# (tasks/resources)/4.
# - All resources have an upper limit of 2*(tasks/resources), except the
# resource with the lowest cost for the number of tasks. That resource
# gets an upper limit of (tasks/resources)/2.
# - Every result is verified and logged to a CSV file.
Scheduler,Tasks,Resources,Makespan
Proportional-(tasks/res),9500,10,8109330.346272023
Proportional-(tasks),9500,10,8118137.805349284
FedAvg,9500,10,9023736.1125486
Fed-LBAP,9500,10,4478898.503423854
OLAR,9500,10,4478898.503423854
Proportional-(1),9600,10,9466820.66393404
Proportional-(tasks/res),9600,10,8286387.775233686
Proportional-(tasks),9600,10,8286387.775233686
FedAvg,9600,10,9222884.084087638
Fed-LBAP,9600,10,4571357.57589509
OLAR,9600,10,4571357.57589509
Proportional-(1),9700,10,9677533.400002941
Proportional-(tasks/res),9700,10,8456363.415209373
Proportional-(tasks),9700,10,8456363.415209373
FedAvg,9700,10,9405813.889309373
Fed-LBAP,9700,10,4669718.608768058
OLAR,9700,10,4669718.608768058
Proportional-(1),9800,10,9872724.168747745
Proportional-(tasks/res),9800,10,8628064.725276344
Proportional-(tasks),9800,10,8637149.438828103
FedAvg,9800,10,9609111.489258146
Fed-LBAP,9800,10,4765118.077353827
OLAR,9800,10,4765118.077353827
Proportional-(1),9900,10,10069863.781043107
Proportional-(tasks/res),9900,10,8801491.705434598
Proportional-(tasks),9900,10,8810667.243728004
FedAvg,9900,10,9814582.704088213
Fed-LBAP,9900,10,4862001.0664315
OLAR,9900,10,4862001.0664315
Proportional-(1),10000,10,10287147.82429075
Proportional-(tasks/res),10000,10,8985910.718719188
Proportional-(tasks),10000,10,8985910.718719188
FedAvg,10000,10,10003260.91230179
Fed-LBAP,10000,10,4962832.1511039715
OLAR,10000,10,4962832.1511039715
Proportional-(1),1000,100,1685.252244824349
Proportional-(tasks/res),1000,100,956.7929993860398
Proportional-(tasks),1000,100,1091.4471237333187
FedAvg,1000,100,1045.428810756028
Fed-LBAP,1000,100,573.2803930989511
OLAR,1000,100,573.2803930989511
Proportional-(1),1100,100,2074.2748867410546
Proportional-(tasks/res),1100,100,1147.6321243087784
Proportional-(tasks),1100,100,1301.8563528219797
FedAvg,1100,100,1255.7639435139056
Fed-LBAP,1100,100,679.7731536691822
OLAR,1100,100,679.7731536691822
Proportional-(1),1200,100,2283.927566684043
Proportional-(tasks/res),1200,100,1371.4562383841085
Proportional-(tasks),1200,100,1530.7258982631502
FedAvg,1200,100,1485.4513101490627
Fed-LBAP,1200,100,800.5552723194072
OLAR,1200,100,800.5552723194072
Proportional-(1),1300,100,2733.5156445392913
Proportional-(tasks/res),1300,100,1581.524110253551
Proportional-(tasks),1300,100,1778.0557600568297
