# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 100 resources.
# All costs follow linear functions with RNG seeds [0..99].
# - We schedule from 1.000 to 10.000 tasks with steps of 1000.
# - We run OLAR, Fed-LBAP, FedAvg, Random, and Proportional.
# - We use no lower or upper limits.
# - Each sample is composed of 100 executions of the schedulers.
# - We get 50 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
# randomly defined. We set an initial RNG seed = 0 and increase
# it every time we need a new order.
Scheduler,Tasks,Resources,Time
FedAvg,1000,100,0.00021217699998032913
Random,1000,100,0.01584333100001345
Proportional,1000,100,0.0022590919999743164
Fed-LBAP,1000,100,1.081635134999999
OLAR,1000,100,0.19980091400000788
FedAvg,1000,100,0.00021137999999609747
Proportional,1000,100,0.002272665999981882
OLAR,1000,100,0.20168326399999614
Random,1000,100,0.016103266000015992
Fed-LBAP,1000,100,1.0563758749999863
FedAvg,1000,100,0.00020709100002136438
OLAR,1000,100,0.20091494799999055
Proportional,1000,100,0.002235172999974111
Fed-LBAP,1000,100,1.0545230020000247
Random,1000,100,0.015972386000015604
Fed-LBAP,1000,100,1.057951829000018
OLAR,1000,100,0.19976780799999005
Proportional,1000,100,0.00224805799999217
Random,1000,100,0.015914748000000145
FedAvg,1000,100,0.00021049100001846455
Random,1000,100,0.01613204299999893
Fed-LBAP,1000,100,1.0573186949999922
Proportional,1000,100,0.002235626000015145
OLAR,1000,100,0.19918087199999945
FedAvg,1000,100,0.00020697100001143554
OLAR,1000,100,0.2010944909999921
Random,1000,100,0.015975793999984944
Proportional,1000,100,0.002261708000020235
FedAvg,1000,100,0.00021024199998009863
Fed-LBAP,1000,100,1.060455372000007
Fed-LBAP,1000,100,1.056131171000004
OLAR,1000,100,0.20109979299999736
Random,1000,100,0.01591676399999642
Proportional,1000,100,0.0022591719999809357
FedAvg,1000,100,0.00020813800000496485
Random,1000,100,0.01624222199998826
Fed-LBAP,1000,100,1.052111172999986
FedAvg,1000,100,0.00021255800001540592
Proportional,1000,100,0.002260238999980402
OLAR,1000,100,0.2007849629999896
OLAR,1000,100,0.20058853899999463
FedAvg,1000,100,0.00020857199999113618
Proportional,1000,100,0.002238896999983808
Random,1000,100,0.01587396100001115
Fed-LBAP,1000,100,1.060475275000016
Fed-LBAP,1000,100,1.0643994200000009
Random,1000,100,0.016003479000005427
Proportional,1000,100,0.002258064000017157
FedAvg,1000,100,0.00021176399999944806
OLAR,1000,100,0.20259780399999272
FedAvg,1000,100,0.00020765600001482198
Fed-LBAP,1000,100,1.0539382370000112
Random,1000,100,0.015914484999996148
OLAR,1000,100,0.2002169459999834
Proportional,1000,100,0.002247258000011243
FedAvg,1000,100,0.00021704599998884078
OLAR,1000,100,0.1989038510000114
Random,1000,100,0.01592195000000629
Fed-LBAP,1000,100,1.0551664240000207
Proportional,1000,100,0.0022275649999983216
Random,1000,100,0.01587953300000322
Proportional,1000,100,0.0022186180000005606
FedAvg,1000,100,0.00020918299998129442
OLAR,1000,100,0.20235718999998653
Fed-LBAP,1000,100,1.0605673309999872
Proportional,1000,100,0.0022178209999879073
