# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 100 resources.
# All costs follow linear functions with RNG seeds [0..99].
# - We schedule from 1.000 to 10.000 tasks with steps of 1000.
# - We run OLAR and the extended versions of Fed-LBAP, FedAvg, and
# Proportional.
# - All resources have a lower limit of 4, except the resource with the
# highest cost for the number of tasks. That resource gets a minimum of
# (tasks/resources)/4.
# - All resources have an upper limit of 2*(tasks/resources), except the
# resource with the lowest cost for the number of tasks. That resource
# gets an upper limit of (tasks/resources)/2.
# - Each sample is composed of 100 executions of the schedulers.
# - We get 50 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
# randomly defined. We set an initial RNG seed = 0 and increase
# it every time we need a new order.
Scheduler,Tasks,Resources,Time
Fed-LBAP,2000,100,0.553274966999993
FedAvg,2000,100,0.25543574499999977
OLAR,2000,100,0.3049999650000359
Fed-LBAP,2000,100,0.5562900760000389
OLAR,2000,100,0.3049773149999737
Proportional,2000,100,0.6487727510000241
FedAvg,2000,100,0.2551907769999957
Fed-LBAP,2000,100,0.555858483999998
Proportional,2000,100,0.6454311940000252
OLAR,2000,100,0.3029601470000216
FedAvg,2000,100,0.2549857920000136
Fed-LBAP,2000,100,0.5646063219999746
FedAvg,2000,100,0.25449730600001885
OLAR,2000,100,0.30385945299997275
Proportional,2000,100,0.6482277879999856
Proportional,2000,100,0.6476104519999808
FedAvg,2000,100,0.2555502540000134
Fed-LBAP,2000,100,0.5602727840000057
OLAR,2000,100,0.30433235399999603
FedAvg,2000,100,0.2551905039999838
OLAR,2000,100,0.3034399620000272
Fed-LBAP,2000,100,0.5647111979999977
Proportional,2000,100,0.6506403849999742
OLAR,2000,100,0.30459842400000525
FedAvg,2000,100,0.2553535260000217
Fed-LBAP,2000,100,0.5628295680000406
Proportional,2000,100,0.6503081630000338
Fed-LBAP,2000,100,0.5652061229999958
Proportional,2000,100,0.6493796290000091
OLAR,2000,100,0.3119037609999964
FedAvg,2000,100,0.25603359899997713
Fed-LBAP,2000,100,0.5569085060000134
FedAvg,2000,100,0.25539385600001197
OLAR,2000,100,0.3040948789999902
Proportional,2000,100,0.6489962979999859
Fed-LBAP,2000,100,0.567099058999986
OLAR,2000,100,0.30465756699999247
FedAvg,2000,100,0.25458533700003727
Proportional,2000,100,0.6432592250000084
Proportional,2000,100,0.6452663839999673
OLAR,2000,100,0.3071238549999862
Fed-LBAP,2000,100,0.5569394010000224
FedAvg,2000,100,0.25497990299999174
FedAvg,2000,100,0.25483664699999053
Fed-LBAP,2000,100,0.5528642830000194
OLAR,2000,100,0.30315405800001827
Proportional,2000,100,0.6484582000000501
Proportional,2000,100,0.6495539510000299
Fed-LBAP,2000,100,0.5587567970000009
OLAR,2000,100,0.30487348499997324
FedAvg,2000,100,0.2558812039999907
FedAvg,2000,100,0.25402972000000545
Fed-LBAP,2000,100,0.5620673669999974
Proportional,2000,100,0.6467310620000148
OLAR,2000,100,0.30627243199995746
