# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 10 and 100 resources.
# All costs follow nlogn functions with RNG seeds [200..299].
# - We schedule from 1.000 to 10.000 tasks in increments of 100.
# - We run OLAR, Fed-LBAP, FedAvg, Random, and Proportional.
# -- For Random, we generate three different results using three
# starting RNG seeds (7000, 8000, 9000). We increment the starting RNG seed
# each time we change the number of tasks.
# -- For Proportional, we generate three different results using
# three different values for k (1, #tasks/#resources, #tasks)
# - We use no lower or upper limits.
# - Every result is verified and logged to a CSV file.
Scheduler,Tasks,Resources,Makespan
OLAR,2900,10,7214.01671043184
Random-(seed:7000),3000,10,18808.07063960896
Random-(seed:8000),3000,10,26550.188122801166
Random-(seed:9000),3000,10,24255.316249573676
Proportional-(1),3000,10,16969.62949660587
Proportional-(tasks/res),3000,10,8052.632898810894
Proportional-(tasks),3000,10,8072.019353446085
FedAvg,3000,10,14164.331521608448
Fed-LBAP,3000,10,7508.454995403803
OLAR,3000,10,7508.454995403803
Random-(seed:7000),3100,10,21263.314792819452
Random-(seed:8000),3100,10,17337.268552803525
Random-(seed:9000),3100,10,31575.042535917164
Proportional-(1),3100,10,17652.03752089549
Proportional-(tasks/res),3100,10,8363.480705406024
Proportional-(tasks),3100,10,8382.955255457453
FedAvg,3100,10,14720.215513610932
Fed-LBAP,3100,10,7803.818959958683
OLAR,3100,10,7803.818959958683
Random-(seed:7000),3200,10,14881.269584184418
Random-(seed:8000),3200,10,29567.92442368425
Random-(seed:9000),3200,10,20300.658895084063
Proportional-(1),3200,10,18280.471881983904
Proportional-(tasks/res),3200,10,8695.276788489758
Proportional-(tasks),3200,10,8695.276788489758
FedAvg,3200,10,15278.768246759557
Fed-LBAP,3200,10,8101.814949568078
OLAR,3200,10,8101.814949568078
Random-(seed:7000),3300,10,23339.60271625429
Random-(seed:8000),3300,10,17353.231136577906
Random-(seed:9000),3300,10,25236.21042159455
Proportional-(1),3300,10,18969.094694022755
Proportional-(tasks/res),3300,10,9008.940890059339
Proportional-(tasks),3300,10,9008.940890059339
FedAvg,3300,10,15839.906296932528
Fed-LBAP,3300,10,8402.09599507275
OLAR,3300,10,8402.09599507275
Random-(seed:7000),3400,10,26610.102025380227
Random-(seed:8000),3400,10,35069.34669577216
Random-(seed:9000),3400,10,32499.4041781352
Proportional-(1),3400,10,19660.811835015207
Proportional-(tasks/res),3400,10,9304.184290827021
Proportional-(tasks),3400,10,9323.907093973217
FedAvg,3400,10,16403.551298270588
Fed-LBAP,3400,10,8691.294474997214
OLAR,3400,10,8691.294474997214
Random-(seed:7000),3500,10,28996.981212385752
Random-(seed:8000),3500,10,19685.284097015472
Random-(seed:9000),3500,10,18483.536547999258
Proportional-(1),3500,10,20297.524157302647
Proportional-(tasks/res),3500,10,9640.137302368008
Proportional-(tasks),3500,10,9640.137302368008
FedAvg,3500,10,16969.62949660587
Fed-LBAP,3500,10,8991.0348311978
OLAR,3500,10,8991.0348311978
Random-(seed:7000),3600,10,22574.29625019198
Random-(seed:8000),3600,10,26969.921649135325
Random-(seed:9000),3600,10,25993.494115968806
Proportional-(1),3600,10,20994.91528420349
Proportional-(tasks/res),3600,10,9957.59558368081
Proportional-(tasks),3600,10,9957.59558368081
FedAvg,3600,10,17538.071353962187
Fed-LBAP,3600,10,9288.903313283976
OLAR,3600,10,9288.903313283976
Random-(seed:7000),3700,10,29339.39078189584
Random-(seed:8000),3700,10,24938.70119789327
Random-(seed:9000),3700,10,31518.676070236415
Proportional-(1),3700,10,21695.142808953835
Proportional-(tasks/res),3700,10,10276.24799296619
Proportional-(tasks),3700,10,10276.24799296619
FedAvg,3700,10,18108.811197027986
Fed-LBAP,3700,10,9589.159560574108
OLAR,3700,10,9589.159560574108
Random-(seed:7000),3800,10,22691.834395867518
Random-(seed:8000),3800,10,16871.477489629196
Random-(seed:9000),3800,10,23871.215833694758
Proportional-(1),3800,10,22339.442351497222
Proportional-(tasks/res),3800,10,10596.06241155247
Proportional-(tasks),3800,10,10596.06241155247
FedAvg,3800,10,18681.786903655266
Fed-LBAP,3800,10,9895.127215497638
OLAR,3800,10,9895.127215497638
Random-(seed:7000),3900,10,20566.842332159584
Random-(seed:8000),3900,10,30828.52044069906
Random-(seed:9000),3900,10,29111.06538156187
Proportional-(1),3900,10,23044.88967034947
Proportional-(tasks/res),3900,10,10917.008403503352
Proportional-(tasks),3900,10,10917.008403503352
FedAvg,3900,10,19256.93962237759
Fed-LBAP,3900,10,10202.422559780076
OLAR,3900,10,10202.422559780076
Random-(seed:7000),4000,10,38567.678397410986
Random-(seed:8000),4000,10,28072.45556775113
Random-(seed:9000),4000,10,33012.533531646965
Proportional-(1),4000,10,23752.955152064664
Proportional-(tasks/res),4000,10,11239.057086739187
Proportional-(tasks),4000,10,11259.221108425563
FedAvg,4000,10,19834.213520711146
Fed-LBAP,4000,10,10508.829233516944
OLAR,4000,10,10508.829233516944
Random-(seed:7000),4100,10,22152.233102189573
Random-(seed:8000),4100,10,25295.76284103402
Random-(seed:9000),4100,10,35267.83174667357
Proportional-(1),4100,10,24404.257628493255
Proportional-(tasks/res),4100,10,11562.181016992794
Proportional-(tasks),4100,10,11582.411361338598
FedAvg,4100,10,20413.555558638687
Fed-LBAP,4100,10,10813.158917140838
OLAR,4100,10,10813.158917140838
Random-(seed:7000),4200,10,26670.11111189436
Random-(seed:8000),4200,10,20878.48426362822
Random-(seed:9000),4200,10,22723.409453979857
Proportional-(1),4200,10,25117.156054271578
Proportional-(tasks/res),4200,10,11886.354083040833
Proportional-(tasks),4200,10,11906.649160141906
FedAvg,4200,10,20994.91528420349
Fed-LBAP,4200,10,11118.161381083732
OLAR,4200,10,11118.161381083732
Random-(seed:7000),4300,10,38688.9097097734
Random-(seed:8000),4300,10,43557.004430650675
Random-(seed:9000),4300,10,24048.739039648404
Proportional-(1),4300,10,25832.485594048627
Proportional-(tasks/res),4300,10,12211.551411873566
Proportional-(tasks),4300,10,12231.90970627164
FedAvg,4300,10,21578.24464857964
Fed-LBAP,4300,10,11428.286723045729
OLAR,4300,10,11428.286723045729
Random-(seed:7000),4400,10,27047.435398136204
Random-(seed:8000),4400,10,22864.26029561789
Random-(seed:9000),4400,10,30354.96336401593
Proportional-(1),4400,10,26490.290313066514
Proportional-(tasks/res),4400,10,12558.16934822508
Proportional-(tasks),4400,10,12558.16934822508
FedAvg,4400,10,22163.497838352745
Fed-LBAP,4400,10,11743.904579687667
OLAR,4400,10,11743.904579687667
Random-(seed:7000),4500,10,37630.32878501792
Random-(seed:8000),4500,10,30771.088046701825
Random-(seed:9000),4500,10,39633.174141888776
Proportional-(1),4500,10,27210.11934244326
Proportional-(tasks/res),4500,10,12885.405503766959
Proportional-(tasks),4500,10,12885.405503766959
FedAvg,4500,10,22750.63112305434
Fed-LBAP,4500,10,12045.722818530172
OLAR,4500,10,12045.722818530172
Random-(seed:7000),4600,10,34093.33784623741
Random-(seed:8000),4600,10,23007.127954908177
Random-(seed:9000),4600,10,25908.294539735365
Proportional-(1),4600,10,27932.217383520707
Proportional-(tasks/res),4600,10,13213.596589015478
Proportional-(tasks),4600,10,13213.596589015478
FedAvg,4600,10,23339.60271625429
Fed-LBAP,4600,10,12354.141225942396
OLAR,4600,10,12354.141225942396
Random-(seed:7000),4700,10,33483.5752572139
Random-(seed:8000),4700,10,31173.37595759238
Random-(seed:9000),4700,10,25028.200926782545
Proportional-(1),4700,10,28596.090499657894
Proportional-(tasks/res),4700,10,13542.72195366383
Proportional-(tasks),4700,10,13542.72195366383
FedAvg,4700,10,23930.372648736797
Fed-LBAP,4700,10,12669.888667780804
OLAR,4700,10,12669.888667780804
Random-(seed:7000),4800,10,37318.471184141745
Random-(seed:8000),4800,10,30476.716461220483
Random-(seed:9000),4800,10,36011.96770619328
Proportional-(1),4800,10,29322.397628187624
Proportional-(tasks/res),4800,10,13872.76182168773
Proportional-(tasks),4800,10,13872.76182168773
FedAvg,4800,10,24522.902652473953
Fed-LBAP,4800,10,12984.768447554328
OLAR,4800,10,12984.768447554328
Random-(seed:7000),4900,10,25615.69119003851
Random-(seed:8000),4900,10,57345.746712727756
Random-(seed:9000),4900,10,27292.132439751316
Proportional-(1),4900,10,30050.831933680438
Proportional-(tasks/res),4900,10,14203.697236970176
Proportional-(tasks),4900,10,14203.697236970176
FedAvg,4900,10,25117.156054271578
Fed-LBAP,4900,10,13291.555512486999
OLAR,4900,10,13291.555512486999
Random-(seed:7000),5000,10,33292.42535087922
Random-(seed:8000),5000,10,29479.71089874926
Random-(seed:9000),5000,10,29225.20196375546
Proportional-(1),5000,10,30781.34878370169
Proportional-(tasks/res),5000,10,14535.510013344017
Proportional-(tasks),5000,10,14535.510013344017
FedAvg,5000,10,25713.097678100035
Fed-LBAP,5000,10,13611.205259299184
OLAR,5000,10,13611.205259299184
Random-(seed:7000),5100,10,56417.81979085328
Random-(seed:8000),5100,10,28255.454844158776
Random-(seed:9000),5100,10,32125.897668456815
Proportional-(1),5100,10,31452.782103633457
Proportional-(tasks/res),5100,10,14868.182688612553
Proportional-(tasks),5100,10,14868.182688612553
FedAvg,5100,10,26310.693755241078
Fed-LBAP,5100,10,13925.397911151436
OLAR,5100,10,13925.397911151436
Random-(seed:7000),5200,10,30541.48356668154
Random-(seed:8000),5200,10,21390.44214136658
Random-(seed:9000),5200,10,31452.782103633457
Proportional-(1),5200,10,32187.172345458603
Proportional-(tasks/res),5200,10,15201.69848215997
Proportional-(tasks),5200,10,15201.69848215997
FedAvg,5200,10,26909.911841484267
Fed-LBAP,5200,10,14246.76627556308
OLAR,5200,10,14246.76627556308
Random-(seed:7000),5300,10,45390.83946318342
Random-(seed:8000),5300,10,26277.27762066003
Random-(seed:9000),5300,10,50913.18958367131
Proportional-(1),5300,10,32923.52503553334
Proportional-(tasks/res),5300,10,15536.04125580787
Proportional-(tasks),5300,10,15556.964779803666
FedAvg,5300,10,27510.72074069479
Fed-LBAP,5300,10,14556.277040654375
OLAR,5300,10,14556.277040654375
Random-(seed:7000),5400,10,34412.92027352809
Random-(seed:8000),5400,10,30476.716461220483
Random-(seed:9000),5400,10,35329.774283371764
Proportional-(1),5400,10,33600.206435249034
Proportional-(tasks/res),5400,10,15871.19547761306
Proportional-(tasks),5400,10,15892.16921465402
FedAvg,5400,10,28113.090434151418
Fed-LBAP,5400,10,14879.644432258294
OLAR,5400,10,14879.644432258294
Random-(seed:7000),5500,10,44245.00365446986
Random-(seed:8000),5500,10,51361.67874668009
Random-(seed:9000),5500,10,42659.1395424611
Proportional-(1),5500,10,34340.2153703411
Proportional-(tasks/res),5500,10,16207.146188335404
Proportional-(tasks),5500,10,16228.169221762277
FedAvg,5500,10,28716.992015120202
Fed-LBAP,5500,10,15196.591829954008
OLAR,5500,10,15196.591829954008
Random-(seed:7000),5600,10,42959.8809614024
Random-(seed:8000),5600,10,40996.06892947052
Random-(seed:9000),5600,10,65985.69808777042
Proportional-(1),5600,10,35082.07975433881
Proportional-(tasks/res),5600,10,16543.87897033398
Proportional-(tasks),5600,10,16564.9504163563
FedAvg,5600,10,29322.397628187624
Fed-LBAP,5600,10,15518.478427617638
OLAR,5600,10,15518.478427617638
Random-(seed:7000),5700,10,47948.769620690204
Random-(seed:8000),5700,10,37443.17838157407
Random-(seed:9000),5700,10,29140.619637770917
Proportional-(1),5700,10,35763.72296464546
Proportional-(tasks/res),5700,10,16881.379918675688
Proportional-(tasks),5700,10,16881.379918675688
FedAvg,5700,10,29929.280412928336
Fed-LBAP,5700,10,15839.906296932528
OLAR,5700,10,15839.906296932528
Random-(seed:7000),5800,10,23398.230446817364
Random-(seed:8000),5800,10,37982.11160351105
Random-(seed:9000),5800,10,47279.37440394515
Proportional-(1),5800,10,36509.04950432799
Proportional-(tasks/res),5800,10,17240.801357016346
Proportional-(tasks),5800,10,17240.801357016346
FedAvg,5800,10,30537.614451526926
Fed-LBAP,5800,10,16165.109289340518
OLAR,5800,10,16165.109289340518
Random-(seed:7000),5900,10,36682.009914558934
Random-(seed:8000),5900,10,54882.53855967183
Random-(seed:9000),5900,10,37218.105306048325
Proportional-(1),5900,10,37256.13555878069
Proportional-(tasks/res),5900,10,17579.844783220757
Proportional-(tasks),5900,10,17579.844783220757
FedAvg,5900,10,31147.37472001296
Fed-LBAP,5900,10,16484.485218095964
OLAR,5900,10,16484.485218095964
Random-(seed:7000),6000,10,54943.85996972825
Random-(seed:8000),6000,10,28354.468822865234
Random-(seed:9000),6000,10,31979.760529824263
Proportional-(1),6000,10,37942.483932738396
Proportional-(tasks/res),6000,10,17919.61670903551
Proportional-(tasks),6000,10,17919.61670903551
FedAvg,6000,10,31758.53704280275
Fed-LBAP,6000,10,16801.915920120366
OLAR,6000,10,16801.915920120366
Random-(seed:7000),6100,10,34536.40046615949
Random-(seed:8000),6100,10,77382.89079283181
Random-(seed:9000),6100,10,45454.59374643363
Proportional-(1),6100,10,38692.857623258875
Proportional-(tasks/res),6100,10,18260.105054620304
Proportional-(tasks),6100,10,18260.105054620304
FedAvg,6100,10,32371.078050272517
Fed-LBAP,6100,10,17130.42331047332
OLAR,6100,10,17130.42331047332
Random-(seed:7000),6200,10,44690.21248732823
Random-(seed:8000),6200,10,46014.75121592014
Random-(seed:9000),6200,10,43354.20847488206
Proportional-(1),6200,10,39444.90432749403
Proportional-(tasks/res),6200,10,18601.298134228586
Proportional-(tasks),6200,10,18601.298134228586
FedAvg,6200,10,32984.97513911411
Fed-LBAP,6200,10,17453.951133418006
OLAR,6200,10,17453.951133418006
Random-(seed:7000),6300,10,51948.128468822
Random-(seed:8000),6300,10,65587.1227513313
Random-(seed:9000),6300,10,61814.027310736084
Proportional-(1),6300,10,40135.72646781017
Proportional-(tasks/res),6300,10,18943.184637230854
Proportional-(tasks),6300,10,18943.184637230854
FedAvg,6300,10,33600.206435249034
Fed-LBAP,6300,10,17775.749281100212
OLAR,6300,10,17775.749281100212
Random-(seed:7000),6400,10,39789.01797546179
Random-(seed:8000),6400,10,41032.60042319281
Random-(seed:9000),6400,10,45518.35812948574
Proportional-(1),6400,10,40890.90304019841
Proportional-(tasks/res),6400,10,19264.32325774197
Proportional-(tasks),6400,10,19285.75361033715
FedAvg,6400,10,34216.75075909762
Fed-LBAP,6400,10,18105.795808894913
OLAR,6400,10,18105.795808894913
Random-(seed:7000),6500,10,47142.17337575738
Random-(seed:8000),6500,10,58197.105226518375
Random-(seed:9000),6500,10,51103.19175396945
Proportional-(1),6500,10,41647.674232154895
Proportional-(tasks/res),6500,10,19628.99444092548
Proportional-(tasks),6500,10,19628.99444092548
FedAvg,6500,10,34834.58759301925
Fed-LBAP,6500,10,18429.866650919255
OLAR,6500,10,18429.866650919255
Random-(seed:7000),6600,10,38935.0301660773
Random-(seed:8000),6600,10,51103.19175396945
Random-(seed:9000),6600,10,46676.6944045474
Proportional-(1),6600,10,42342.76043898234
Proportional-(tasks/res),6600,10,19972.896841391448
Proportional-(tasks),6600,10,19994.41247824078
FedAvg,6600,10,35453.697050756724
Fed-LBAP,6600,10,18759.67373930248
OLAR,6600,10,18759.67373930248
Random-(seed:7000),6700,10,46676.6944045474
Random-(seed:8000),6700,10,44629.39037717458
Random-(seed:9000),6700,10,63350.94127345444
Proportional-(1),6700,10,43102.51818118782
Proportional-(tasks/res),6700,10,20317.450834442145
Proportional-(tasks),6700,10,20339.00687138978
FedAvg,6700,10,36074.05984873276
Fed-LBAP,6700,10,19084.168598444056
OLAR,6700,10,19084.168598444056
Random-(seed:7000),6800,10,49362.253988987395
Random-(seed:8000),6800,10,43863.79916702439
Random-(seed:9000),6800,10,46803.04111915156
Proportional-(1),6800,10,43863.79916702439
Proportional-(tasks/res),6800,10,20662.646739264048
Proportional-(tasks),6800,10,20684.242580801798
FedAvg,6800,10,36695.65727906047
Fed-LBAP,6800,10,19411.935706530963
OLAR,6800,10,19411.935706530963
Random-(seed:7000),6900,10,55256.07109735568
Random-(seed:8000),6900,10,57957.707583273565
Random-(seed:9000),6900,10,66185.08431628624
Proportional-(1),6900,10,44562.958522342386
Proportional-(tasks/res),6900,10,21008.475158501045
Proportional-(tasks),6900,10,21030.110226421883
FedAvg,6900,10,37318.471184141745
Fed-LBAP,6900,10,19735.426495747528
