# Description of the experiment:
#
# - We generate the costs to up to 10.000 tasks for 10 and 100 resources.
# All costs follow quadratic functions with RNG seeds [300..399].
# - We schedule from 1.000 to 10.000 tasks in increments of 100.
# - We run OLAR, Fed-LBAP, FedAvg, Random, and Proportional.
# -- For Random, we generate three different results using three
# starting RNG seeds (10000, 11000, 12000). We increment the starting RNG seed
# each time we change the number of tasks.
# -- For Proportional, we generate three different results using
# three different values for k (1, #tasks/#resources, #tasks)
# - We use no lower or upper limits.
# - Every result is verified and logged to a CSV file.
Scheduler,Tasks,Resources,Makespan
Proportional-(1),5100,10,2137944.9590407633
Proportional-(tasks/res),5100,10,3458306.4805044048
Proportional-(tasks),5100,10,3499063.6750172074
FedAvg,5100,10,2463182.4979213956
Fed-LBAP,5100,10,1163593.9043623193
OLAR,5100,10,1163593.9043623193
Random-(seed:10000),5200,10,6471742.748192855
Random-(seed:11000),5200,10,4780899.168289587
Random-(seed:12000),5200,10,3326786.6613784973
Proportional-(1),5200,10,2217706.7954434287
Proportional-(tasks/res),5200,10,3597855.0944488836
Proportional-(tasks),5200,10,3635256.439630962
FedAvg,5200,10,2560638.388368268
Fed-LBAP,5200,10,1209422.894101916
OLAR,5200,10,1209422.894101916
Random-(seed:10000),5300,10,6149345.984301631
Random-(seed:11000),5300,10,8061544.66239281
Random-(seed:12000),5300,10,8131015.03020146
Proportional-(1),5300,10,2305237.7721443274
Proportional-(tasks/res),5300,10,3735938.861170368
Proportional-(tasks),5300,10,3778295.7670621825
FedAvg,5300,10,2659984.9821827593
Fed-LBAP,5300,10,1255747.6694285565
OLAR,5300,10,1255747.6694285565
Random-(seed:10000),5400,10,5177819.284982196
Random-(seed:11000),5400,10,4656831.562963245
Random-(seed:12000),5400,10,5023479.726838734
Proportional-(1),5400,10,2394462.8675041497
Proportional-(tasks/res),5400,10,3880926.493803489
Proportional-(tasks),5400,10,3919767.5792266782
FedAvg,5400,10,2761222.2793648695
Fed-LBAP,5400,10,1304220.2588359893
OLAR,5400,10,1304220.2588359893
Random-(seed:10000),5500,10,4611705.725792586
Random-(seed:11000),5500,10,7261325.974083517
Random-(seed:12000),5500,10,3839222.662576257
Proportional-(1),5500,10,2485382.0815228955
Proportional-(tasks/res),5500,10,4028674.2254726384
Proportional-(tasks),5500,10,4068245.925346541
FedAvg,5500,10,2864350.279914598
Fed-LBAP,5500,10,1352545.3989076582
OLAR,5500,10,1352545.3989076582
Random-(seed:10000),5600,10,14633204.214578675
Random-(seed:11000),5600,10,5459233.858656574
Random-(seed:12000),5600,10,4638154.692274797
Proportional-(1),5600,10,2577995.414200565
Proportional-(tasks/res),5600,10,4174715.959397479
Proportional-(tasks),5600,10,4214996.7850617785
FedAvg,5600,10,2969368.9838319463
Fed-LBAP,5600,10,1402836.027553731
OLAR,5600,10,1402836.027553731
Random-(seed:10000),5700,10,12066938.101786004
Random-(seed:11000),5700,10,5847481.120722031
Random-(seed:12000),5700,10,6117716.518972969
Proportional-(1),5700,10,2665510.43650657
Proportional-(tasks/res),5700,10,4327902.70975527
Proportional-(tasks),5700,10,4368914.149870285
FedAvg,5700,10,3076278.391116913
Fed-LBAP,5700,10,1452463.3375044183
OLAR,5700,10,1452463.3375044183
Random-(seed:10000),5800,10,6055041.314819136
Random-(seed:11000),5800,10,7870632.291299925
Random-(seed:12000),5800,10,5436446.663928828
Proportional-(1),5800,10,2761390.9980264492
Proportional-(tasks/res),5800,10,4479223.491230853
Proportional-(tasks),5800,10,4520944.057136263
FedAvg,5800,10,3185078.501769499
Fed-LBAP,5800,10,1503669.6242820683
OLAR,5800,10,1503669.6242820683
Random-(seed:10000),5900,10,5504951.219677527
Random-(seed:11000),5900,10,6239625.836547321
Random-(seed:12000),5900,10,6263949.437767854
Proportional-(1),5900,10,2858965.6782052517
Proportional-(tasks/res),5900,10,4637849.260277288
Proportional-(tasks),5900,10,4680300.4406334115
FedAvg,5900,10,3295769.315789703
Fed-LBAP,5900,10,1556437.717387254
OLAR,5900,10,1556437.717387254
Random-(seed:10000),6000,10,7445248.70397038
Random-(seed:11000),6000,10,6982848.105149021
Random-(seed:12000),6000,10,6789214.108022153
Proportional-(1),6000,10,2958234.4770429786
Proportional-(tasks/res),6000,10,4794449.08930361
Proportional-(tasks),6000,10,4842416.923166588
FedAvg,6000,10,3408350.833177526
Fed-LBAP,6000,10,1609944.6793547606
OLAR,6000,10,1609944.6793547606
Random-(seed:10000),6100,10,10332329.178728817
Random-(seed:11000),6100,10,6768439.028893169
Random-(seed:12000),6100,10,5244239.810619941
Proportional-(1),6100,10,3051929.5750690363
Proportional-(tasks/res),6100,10,4958513.8770386875
Proportional-(tasks),6100,10,5002404.797635924
FedAvg,6100,10,3522823.053932968
Fed-LBAP,6100,10,1663131.866020517
OLAR,6100,10,1663131.866020517
Random-(seed:10000),6200,10,7141826.354816727
Random-(seed:11000),6200,10,4975147.8971681595
Random-(seed:12000),6200,10,4010142.501042199
Proportional-(1),6200,10,3154465.6027489733
Proportional-(tasks/res),6200,10,5120392.753615751
Proportional-(tasks),6200,10,5169960.298857743
FedAvg,6200,10,3639185.97805603
Fed-LBAP,6200,10,1717649.4471847443
OLAR,6200,10,1717649.4471847443
Random-(seed:10000),6300,10,6081240.854957835
Random-(seed:11000),6300,10,6747872.906383594
Random-(seed:12000),6300,10,9082723.941435773
Proportional-(1),6300,10,3258695.7490878333
Proportional-(tasks/res),6300,10,5289896.560039472
Proportional-(tasks),6300,10,5335227.220877821
FedAvg,6300,10,3757439.6055467096
Fed-LBAP,6300,10,1774003.8914010418
OLAR,6300,10,1774003.8914010418
Random-(seed:10000),6400,10,5332130.445668317
Random-(seed:11000),6400,10,10974531.72054918
Random-(seed:12000),6400,10,5811884.0964202555
Proportional-(1),6400,10,3364620.0140856174
Proportional-(tasks/res),6400,10,5457054.484167278
Proportional-(tasks),6400,10,5508221.740788281
FedAvg,6400,10,3877583.936405008
Fed-LBAP,6400,10,1829923.2367368941
OLAR,6400,10,1829923.2367368941
Random-(seed:10000),6500,10,10065949.209116662
